GeneSymbol,GeneA,GeneB,A,B,AllA
ATG16L1,entrez gene/locuslink:9474,entrez gene/locuslink:55054,biogrid:114859|entrez gene/locuslink:ATG5,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG5(gene name synonym)|entrez gene/locuslink:APG5-LIKE(gene name synonym)|entrez gene/locuslink:APG5L(gene name synonym)|entrez gene/locuslink:ASP(gene name synonym)|entrez gene/locuslink:hAPG5(gene name synonym)
ATG16L1,entrez gene/locuslink:4210,entrez gene/locuslink:55054,biogrid:110374|entrez gene/locuslink:MEFV,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:FMF(gene name synonym)|entrez gene/locuslink:MEF(gene name synonym)|entrez gene/locuslink:TRIM20(gene name synonym)
ATG16L1,entrez gene/locuslink:9140,entrez gene/locuslink:55054,biogrid:114587|entrez gene/locuslink:ATG12,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG12(gene name synonym)|entrez gene/locuslink:APG12L(gene name synonym)|entrez gene/locuslink:FBR93(gene name synonym)|entrez gene/locuslink:HAPG12(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:8139,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:113800|entrez gene/locuslink:GAN,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:9474,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:114859|entrez gene/locuslink:ATG5,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:8540,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:114110|entrez gene/locuslink:AGPS|entrez gene/locuslink:AAG5,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:10574,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:115825|entrez gene/locuslink:CCT7,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:10576,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:115827|entrez gene/locuslink:CCT2,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:7203,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:113054|entrez gene/locuslink:CCT3|entrez gene/locuslink:RP11-443G18.6,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:6621,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:112505|entrez gene/locuslink:SNAPC4,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:64422,entrez gene/locuslink:55054,biogrid:122171|entrez gene/locuslink:ATG3,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG3(gene name synonym)|entrez gene/locuslink:APG3-LIKE(gene name synonym)|entrez gene/locuslink:APG3L(gene name synonym)|entrez gene/locuslink:PC3-96(gene name synonym)
ATG16L1,entrez gene/locuslink:9474,entrez gene/locuslink:55054,biogrid:114859|entrez gene/locuslink:ATG5,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG5(gene name synonym)|entrez gene/locuslink:APG5-LIKE(gene name synonym)|entrez gene/locuslink:APG5L(gene name synonym)|entrez gene/locuslink:ASP(gene name synonym)|entrez gene/locuslink:hAPG5(gene name synonym)
ATG16L1,entrez gene/locuslink:81631,entrez gene/locuslink:55054,biogrid:123565|entrez gene/locuslink:MAP1LC3B,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:ATG8F(gene name synonym)|entrez gene/locuslink:LC3B(gene name synonym)|entrez gene/locuslink:MAP1A/1BLC3(gene name synonym)|entrez gene/locuslink:MAP1LC3B-a(gene name synonym)
ATG16L1,entrez gene/locuslink:440738,entrez gene/locuslink:55054,biogrid:136855|entrez gene/locuslink:MAP1LC3C,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:ATG8J(gene name synonym)|entrez gene/locuslink:LC3C(gene name synonym)
ATG16L1,entrez gene/locuslink:1994,entrez gene/locuslink:55054,biogrid:108309|entrez gene/locuslink:ELAVL1,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:ELAV1(gene name synonym)|entrez gene/locuslink:HUR(gene name synonym)|entrez gene/locuslink:Hua(gene name synonym)|entrez gene/locuslink:MelG(gene name synonym)
ATG16L1,entrez gene/locuslink:9474,entrez gene/locuslink:55054,biogrid:114859|entrez gene/locuslink:ATG5,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG5(gene name synonym)|entrez gene/locuslink:APG5-LIKE(gene name synonym)|entrez gene/locuslink:APG5L(gene name synonym)|entrez gene/locuslink:ASP(gene name synonym)|entrez gene/locuslink:hAPG5(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:9474,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:114859|entrez gene/locuslink:ATG5,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:26100,entrez gene/locuslink:55054,biogrid:117550|entrez gene/locuslink:WIPI2|entrez gene/locuslink:CGI-50,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:ATG18B(gene name synonym)|entrez gene/locuslink:Atg21(gene name synonym)|entrez gene/locuslink:WIPI-2(gene name synonym)
ATG16L1,entrez gene/locuslink:64422,entrez gene/locuslink:55054,biogrid:122171|entrez gene/locuslink:ATG3,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:APG3(gene name synonym)|entrez gene/locuslink:APG3-LIKE(gene name synonym)|entrez gene/locuslink:APG3L(gene name synonym)|entrez gene/locuslink:PC3-96(gene name synonym)
ATG16L1,entrez gene/locuslink:9321,entrez gene/locuslink:55054,biogrid:114732|entrez gene/locuslink:TRIP11,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:ACG1A(gene name synonym)|entrez gene/locuslink:CEV14(gene name synonym)|entrez gene/locuslink:GMAP-210(gene name synonym)|entrez gene/locuslink:TRIP-11(gene name synonym)|entrez gene/locuslink:TRIP230(gene name synonym)
ATG16L1,entrez gene/locuslink:121457,entrez gene/locuslink:55054,biogrid:125730|entrez gene/locuslink:IKBIP,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:IKIP(gene name synonym)
ATG16L1,entrez gene/locuslink:60592,entrez gene/locuslink:55054,biogrid:121943|entrez gene/locuslink:SCOC|entrez gene/locuslink:HRIHFB2072,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:SCOCO(gene name synonym)
ATG16L1,entrez gene/locuslink:11243,entrez gene/locuslink:55054,biogrid:116405|entrez gene/locuslink:PMF1|entrez gene/locuslink:RP11-54H19.4,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,-
ATG16L1,entrez gene/locuslink:81035,entrez gene/locuslink:55054,biogrid:123353|entrez gene/locuslink:COLEC12,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:CLP1(gene name synonym)|entrez gene/locuslink:NSR2(gene name synonym)|entrez gene/locuslink:SCARA4(gene name synonym)|entrez gene/locuslink:SRCL(gene name synonym)
ATG16L1,entrez gene/locuslink:57405,entrez gene/locuslink:55054,biogrid:121507|entrez gene/locuslink:SPC25|entrez gene/locuslink:AD024,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:SPBC25(gene name synonym)|entrez gene/locuslink:hSpc25(gene name synonym)
ATG16L1,entrez gene/locuslink:5702,entrez gene/locuslink:55054,biogrid:111675|entrez gene/locuslink:PSMC3,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:TBP1(gene name synonym)
ATG16L1,entrez gene/locuslink:10626,entrez gene/locuslink:55054,biogrid:115870|entrez gene/locuslink:TRIM16,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:EBBP(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:10626,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:115870|entrez gene/locuslink:TRIM16,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:55054,entrez gene/locuslink:7316,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:113164|entrez gene/locuslink:UBC,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
ATG16L1,entrez gene/locuslink:7046,entrez gene/locuslink:77040,biogrid:112904|entrez gene/locuslink:TGFBR1|entrez gene/locuslink:RP11-96L7.1,biogrid:218476|entrez gene/locuslink:Atg16l1,entrez gene/locuslink:AAT5(gene name synonym)|entrez gene/locuslink:ACVRLK4(gene name synonym)|entrez gene/locuslink:ALK-5(gene name synonym)|entrez gene/locuslink:ALK5(gene name synonym)|entrez gene/locuslink:ESS1(gene name synonym)|entrez gene/locuslink:LDS1(gene name synonym)|entrez gene/locuslink:LDS1A(gene name synonym)|entrez gene/locuslink:LDS2A(gene name synonym)|entrez gene/locuslink:MSSE(gene name synonym)|entrez gene/locuslink:SKR4(gene name synonym)|entrez gene/locuslink:TGFR-1(gene name synonym)|entrez gene/locuslink:tbetaR-I(gene name synonym)
ATG16L1,entrez gene/locuslink:658,entrez gene/locuslink:77040,biogrid:107126|entrez gene/locuslink:BMPR1B,biogrid:218476|entrez gene/locuslink:Atg16l1,entrez gene/locuslink:ALK-6(gene name synonym)|entrez gene/locuslink:ALK6(gene name synonym)|entrez gene/locuslink:CDw293(gene name synonym)
IL23R,entrez gene/locuslink:3594,entrez gene/locuslink:149233,biogrid:109808|entrez gene/locuslink:IL12RB1,biogrid:127199|entrez gene/locuslink:IL23R,entrez gene/locuslink:CD212(gene name synonym)|entrez gene/locuslink:IL-12R-BETA1(gene name synonym)|entrez gene/locuslink:IL12RB(gene name synonym)|entrez gene/locuslink:IMD30(gene name synonym)
IL23R,entrez gene/locuslink:51561,entrez gene/locuslink:149233,biogrid:119611|entrez gene/locuslink:IL23A|entrez gene/locuslink:UNQ2498/PRO5798,biogrid:127199|entrez gene/locuslink:IL23R,entrez gene/locuslink:IL-23(gene name synonym)|entrez gene/locuslink:IL-23A(gene name synonym)|entrez gene/locuslink:IL23P19(gene name synonym)|entrez gene/locuslink:P19(gene name synonym)|entrez gene/locuslink:SGRF(gene name synonym)
IL23R,entrez gene/locuslink:10438,entrez gene/locuslink:149233,biogrid:115705|entrez gene/locuslink:C1D,biogrid:127199|entrez gene/locuslink:IL23R,entrez gene/locuslink:LRP1(gene name synonym)|entrez gene/locuslink:Rrp47(gene name synonym)|entrez gene/locuslink:SUN-CoR(gene name synonym)|entrez gene/locuslink:SUNCOR(gene name synonym)|entrez gene/locuslink:hC1D(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:345611,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:8408,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:113996|entrez gene/locuslink:ULK1,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:55626,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:120765|entrez gene/locuslink:AMBRA1,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:8678,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:114226|entrez gene/locuslink:BECN1,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:8678,entrez gene/locuslink:345611,biogrid:114226|entrez gene/locuslink:BECN1,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:ATG6(gene name synonym)|entrez gene/locuslink:VPS30(gene name synonym)|entrez gene/locuslink:beclin1(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:22863,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:116531|entrez gene/locuslink:ATG14,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:55054,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:55054,entrez gene/locuslink:345611,biogrid:120375|entrez gene/locuslink:ATG16L1|entrez gene/locuslink:hCG_1817841,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:APG16L(gene name synonym)|entrez gene/locuslink:ATG16A(gene name synonym)|entrez gene/locuslink:ATG16L(gene name synonym)|entrez gene/locuslink:IBD10(gene name synonym)|entrez gene/locuslink:WDR30(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:64127,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:122077|entrez gene/locuslink:NOD2,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:64127,entrez gene/locuslink:345611,biogrid:122077|entrez gene/locuslink:NOD2,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
IRGM,entrez gene/locuslink:64127,entrez gene/locuslink:345611,biogrid:122077|entrez gene/locuslink:NOD2,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:10392,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:115664|entrez gene/locuslink:NOD1,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
IRGM,entrez gene/locuslink:23586,entrez gene/locuslink:345611,biogrid:117121|entrez gene/locuslink:DDX58|entrez gene/locuslink:RP11-334P12.2,biogrid:131358|entrez gene/locuslink:IRGM,entrez gene/locuslink:RIG-I(gene name synonym)|entrez gene/locuslink:RIGI(gene name synonym)|entrez gene/locuslink:RLR-1(gene name synonym)
IRGM,entrez gene/locuslink:345611,entrez gene/locuslink:7098,biogrid:131358|entrez gene/locuslink:IRGM,biogrid:112953|entrez gene/locuslink:TLR3,entrez gene/locuslink:IFI1(gene name synonym)|entrez gene/locuslink:IRGM1(gene name synonym)|entrez gene/locuslink:LRG-47(gene name synonym)|entrez gene/locuslink:LRG47(gene name synonym)
ADAM30,entrez gene/locuslink:11085,entrez gene/locuslink:253558,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,biogrid:128972|entrez gene/locuslink:LCLAT1|entrez gene/locuslink:UNQ1849/PRO3579,entrez gene/locuslink:svph4(gene name synonym)
ADAM30,entrez gene/locuslink:11085,entrez gene/locuslink:9509,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,biogrid:114887|entrez gene/locuslink:ADAMTS2,entrez gene/locuslink:svph4(gene name synonym)
ADAM30,entrez gene/locuslink:4593,entrez gene/locuslink:11085,biogrid:110679|entrez gene/locuslink:MUSK|entrez gene/locuslink:RP11-104M22.1,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,-
ADAM30,entrez gene/locuslink:11085,entrez gene/locuslink:90701,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,biogrid:124756|entrez gene/locuslink:SEC11C,entrez gene/locuslink:svph4(gene name synonym)
ADAM30,entrez gene/locuslink:11085,entrez gene/locuslink:2295,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,biogrid:108584|entrez gene/locuslink:FOXF2,entrez gene/locuslink:svph4(gene name synonym)
ADAM30,entrez gene/locuslink:11085,entrez gene/locuslink:57556,biogrid:116267|entrez gene/locuslink:ADAM30|entrez gene/locuslink:UNQ2509/PRO5997,biogrid:121612|entrez gene/locuslink:SEMA6A,entrez gene/locuslink:svph4(gene name synonym)
